"","logFC","logCPM","LR","PValue","FDR"
"Staphylococcus aureus",-3.17701441363247,17.7532483778637,5.45422954640811,0.0195210105155948,0.153801901031959
"Sodalis glossinidius",8.32879022860167,8.04037973388119,5.38626460653844,0.0202958727672757,0.155203732926226
"Rhodococcus sp. PBTS 1",7.90463240488727,7.65106554792612,5.10812520559248,0.0238140404009524,0.175318070581451
"Kingella kingae",-5.65575972879518,7.42308050970933,5.07489017760881,0.0242748097728163,0.175318070581451
"Actinobacillus pleuropneumoniae",-4.54560064816761,14.0702887930146,4.8113698063931,0.0282725630652325,0.198672064782715
"Neisseria subflava",-3.16827726707136,16.1236674878459,4.5990826584094,0.0319890683909034,0.218872573200918
"Streptococcus pseudopneumoniae",-4.01028888681866,13.8383201625058,4.51762764374838,0.0335473182157482,0.223232328529045
"Morganella morganii",6.93126494094804,6.79322332406051,4.47752429151909,0.0343434351583146,0.223232328529045
"Vitis vinifera",8.20658712299513,9.5148486786645,4.29604521463544,0.0382011080548496,0.23887380155883
"Oryza sativa",-5.12943727356063,8.56328393615396,4.27894436611372,0.0385873064056571,0.23887380155883
"Snodgrassella alvi",-4.6477956660622,4.86946737061832,4.18246929251045,0.0408441500453849,0.246964628181397
"Afipia felis",-4.85439224486406,5.83766853568856,3.91782550489231,0.0477766398620318,0.271911666647063
"Acinetobacter calcoaceticus",-4.80972694431039,8.11384937837816,3.91568527789554,0.047837508570582,0.271911666647063
"Aggregatibacter actinomycetemcomitans",7.54153686871054,10.7502706434953,3.90622831455824,0.0481074487144803,0.271911666647063
"Prevotella intermedia",-4.6232253535397,10.725767939338,3.60732194506332,0.0575256844156448,0.318227190384418
"Rhodotorula glutinis",6.92096472368862,10.9015315772579,3.50555388469149,0.0611633902833392,0.331301697368087
"Hammondia hammondi",-4.5213058446947,10.9052312072858,3.46236266568145,0.0627805484470256,0.331336085624157
"Plesiomonas shigelloides",6.81922396253688,9.40034643444983,3.4046720960927,0.0650120341043883,0.331336085624157
"Bacillus thermoamylovorans",-4.4340584506197,8.93240381608775,3.39437198667418,0.0654192709159227,0.331336085624157
"Moraxella catarrhalis",2.65632141106763,21.687888418523,3.36955515779475,0.0664116851738219,0.331336085624157
"Enterococcus faecalis",-4.44463883762841,9.21008665990976,3.3381130026033,0.0676921984959087,0.331336085624157
"Moraxella osloensis",6.60498729596366,11.9109758340139,3.31103933398249,0.0688159562450172,0.331336085624157
"Aggregatibacter segnis",-3.56947069966263,13.1641444784865,3.21967219097225,0.0727581992049354,0.34105105113909
"Abiotrophia defectiva",-4.18915903309169,5.0151018802625,3.20031596318122,0.0736240450192948,0.34105105113909
"Streptococcus sp. oral taxon 431",-4.26430872926638,9.57996942716288,3.17509455099004,0.074768884288185,0.34105105113909
"Porphyromonas asaccharolytica",-4.2547663851743,10.9570695254439,3.0937009382337,0.0785958604981262,0.352326271198497
"Haemophilus parainfluenzae",-3.00561143655126,14.4236861152093,3.02490266557575,0.0819952409142354,0.361334959961037
"Pectobacterium carotovorum",4.50188019812451,5.07480513167295,2.98667518331857,0.083952376684119,0.363793632297849
"Aspergillus penicillioides",4.40004726009596,5.02424627023014,2.92552419145233,0.0871889042690104,0.363795648809334
"Fusobacterium nucleatum",-3.87469708119002,12.8446191034437,2.92196248184833,0.0873815308732411,0.363795648809334
"Petrimonas mucosa",-4.0562552753299,9.42043370556013,2.9038452884124,0.0883685189297521,0.363795648809334
"Hordeum vulgare",5.96838953750195,10.0501785881906,2.87090270247909,0.0901942676835536,0.363795648809334
"Malassezia restricta",-4.0289914994623,10.7350206592203,2.85749712734808,0.0909489122023336,0.363795648809334
"Muribacter muris",5.69655988960319,6.53344814849783,2.70659206846956,0.0999342733645546,0.393680470830063
"Novosphingobium capsulatum",-3.81356004749908,5.86613585723483,2.57767308242017,0.108380879990968,0.420582519367935
"Intrasporangium calvum",-3.76531337496667,9.39589234299856,2.50699926718133,0.113341565427289,0.433364808986694
"Enterobacter cloacae",-3.17414145739413,12.7452138193039,2.33522718791403,0.126476537004186,0.464521445257709
"Fusobacterium hwasookii",-3.60678409112769,9.55330404033416,2.3255414858209,0.127265927495285,0.464521445257709
"Leucosporidium scottii",5.09147465041401,9.88793032013676,2.31221257761435,0.12836121965567,0.464521445257709
"uncultured Eubacterium sp.",-3.43841467510581,4.69705083223342,2.29064853692217,0.130155528089596,0.464521445257709
"Gallibacterium anatis",5.08736626191828,8.30929552969859,2.2874585325428,0.130423328860818,0.464521445257709
"Lactobacillus sakei",4.9271390593035,8.77062930397827,2.19590697985118,0.138377736969308,0.483218700615131
"Lachnoclostridium phocaeense",-3.4969921382728,6.69681455941623,2.18468024547274,0.139390009792826,0.483218700615131
"Aerococcus urinaeequi",-3.44120458364423,5.45518704578104,2.12732560373764,0.144693016417312,0.49489905957543
"Neisseria lactamica",4.76779504536398,11.3904240403049,2.10762891097422,0.146566259951185,0.49489905957543
"Vibrio vulnificus",2.84221656496222,4.43917429419365,2.06024538787324,0.151185822223273,0.498106358498323
"Porphyromonas crevioricanis",-3.33617174501576,9.80801977537149,2.00913725637177,0.156354211200394,0.498106358498323
"Rodentibacter heylii",4.60967777665971,8.70665716853737,1.99958692828267,0.157342080983057,0.498106358498323
"Alistipes shahii",-3.30422482374109,5.1170359861913,1.98261917846907,0.159114753495401,0.498106358498323
"Megasphaera micronuciformis",2.70104710093195,4.40830816474893,1.98109007278413,0.159275616966947,0.498106358498323
"Mannheimia varigena",-3.29405918072109,7.25396359132835,1.97566706554864,0.159847617550593,0.498106358498323
"Histophilus somni",4.54812594745279,8.24867332665262,1.95319673119226,0.16224278858246,0.498106358498323
"Treponema sp. OMZ 838",-3.2708190911522,10.3346414185861,1.9476300603515,0.162842463355221,0.498106358498323
"Neisseria mucosa",-2.27713163808897,13.9539483236537,1.89518655262715,0.168618087969018,0.509775614790053
"Solobacterium moorei",4.23940200130109,5.71680809812275,1.77023272966593,0.183353279533278,0.546760992039548
"Zymoseptoria tritici",4.24907786811221,8.11341907716225,1.75653284093236,0.185057566536462,0.546760992039548
"Haemophilus haemolyticus",-2.03890526381082,13.9960173107021,1.68723224966351,0.193966221750663,0.566642895001938
"Microbacterium foliorum",-3.03991147127446,7.02330582873059,1.63404731742682,0.201144160376606,0.577618147835978
"Lautropia mirabilis",-2.98022806599942,11.0491930856141,1.62665487204119,0.202166351742592,0.577618147835978
"Alloprevotella tannerae",-2.91644357876909,8.53984047418925,1.56302260215318,0.211223201448321,0.596935134527864
"Acidovorax carolinensis",-2.91653445528732,9.89084739204027,1.53928980380957,0.2147235473953,0.597791823347201
"Pseudomonas azotoformans",-2.6392319827655,12.1537131820303,1.52991810501388,0.216124736133219,0.597791823347201
"Staphylococcus saprophyticus",-2.86206327665196,5.90804721761052,1.48484609419699,0.223017842471207,0.607520261508014
"Aeromonas veronii",-2.85861569066907,6.28674410210871,1.47654945463735,0.224315173479882,0.607520261508014
"Peptostreptococcus anaerobius",-2.76102929898259,7.14946773332332,1.40601100859427,0.235719718845882,0.631826050514736
"Selenomonas sp. oral taxon 920",-2.73444608469671,6.79340011008651,1.37822651764065,0.240403466993465,0.634888911444943
"Aspergillus niger",3.59494507977868,8.92834723792614,1.37038257777346,0.241746162434805,0.634888911444943
"Cardiobacterium hominis",-2.70805731043775,11.3458764220419,1.34739555983779,0.245733945073822,0.638908257191937
"Mannheimia haemolytica",3.41487525903807,11.2935250290893,1.27926667611542,0.258035428984229,0.656811294799368
"Riemerella anatipestifer",-2.63348916197159,8.32634087170608,1.27078907438467,0.259618702276572,0.656811294799368
"Rathayibacter tritici",3.3642707782605,10.8928674363947,1.24897783609281,0.263747794871466,0.656811294799368
"Clostridium tetani",-2.52670409703659,4.76148141186807,1.22966096237454,0.267472982945251,0.656811294799368
"Alistipes finegoldii",-2.59202156529297,7.89342946212295,1.21606177195621,0.270134917781172,0.656811294799368
"[Ruminococcus] torques",3.3242994496666,7.99387638915632,1.21579909535252,0.270186659536325,0.656811294799368
"Klebsiella oxytoca",3.27590596552655,10.4196208410731,1.18300679693514,0.276744720502159,0.656811294799368
"Ustilago bromivora",-2.55211743329483,9.62129956204407,1.18235975913917,0.276876118602416,0.656811294799368
"Megasphaera elsdenii",-2.53937659994854,6.23140172348458,1.18095455054841,0.277161753699532,0.656811294799368
"[Haemophilus] ducreyi",3.24391548165136,9.70688674748536,1.17487318263576,0.278402190504937,0.656811294799368
"Capnocytophaga sputigena",-2.51653019201644,10.869563608074,1.16497341507806,0.280436480790205,0.656811294799368
"Capnocytophaga gingivalis",-2.21763831862185,11.9261662359544,1.14842864313934,0.28387833134165,0.656811294799368
"Coniosporium apollinis",3.22508418528389,8.32066860907207,1.13342897263063,0.287045112972546,0.656811294799368
"Sebaldella termitidis",-2.43815004977524,4.82513848244715,1.12901054052544,0.287986490796646,0.656811294799368
"Azospirillum brasilense",-2.43922246225317,10.312262767155,1.0764993939032,0.299481987436745,0.657856948486831
"Rhizobacter gummiphilus",-2.41951488413395,11.6935473764595,1.07567977239176,0.299666034686843,0.657856948486831
"Streptococcus sp. oral taxon 064",-2.42527931436637,9.7654209144225,1.07563778052826,0.299675467942741,0.657856948486831
"Pasteurella multocida",3.34278546393425,13.6696476200227,1.07340430378044,0.300177758348247,0.657856948486831
"Corynebacterium striatum",-2.39654148859828,9.44778754844245,1.04447118968572,0.306783866708119,0.657856948486831
"Aureobasidium pullulans",2.99080975944746,10.6560418800387,1.0271801715358,0.310821885659798,0.657856948486831
"Parvimonas micra",-2.35135388335843,8.05742688440953,1.0209301440747,0.312298477934692,0.657856948486831
"Yersinia pestis",2.97556943421769,7.10880714385191,1.01555863724682,0.313574834419718,0.657856948486831
"Mycoplasma arthritidis",2.94732800554745,12.067748987918,1.00596872436239,0.3158705486706,0.657856948486831
"Streptobacillus moniliformis",-2.3265204482776,10.115251220073,0.9962736773046,0.31821385194206,0.657856948486831
"Deinococcus gobiensis",-2.3246943820769,8.44069547002042,0.98640749742275,0.320622001477221,0.657856948486831
"Leptotrichia sp. oral taxon 212",-2.31293189659725,10.4466061853059,0.985032068468346,0.320959619182005,0.657856948486831
"Mogibacterium diversum",-2.32018113367357,6.20396958181686,0.983493578914015,0.321337817145491,0.657856948486831
"Panicum hallii",3.74218318822745,12.5755815154665,0.9700534000341,0.324666861446597,0.659479562313401
"Butyrivibrio proteoclasticus",-2.05337562355331,4.36378221607604,0.957792192665933,0.327743760790498,0.660568820197902
"Staphylococcus haemolyticus",2.69894828456734,9.01503351366874,0.86994483868359,0.350970580074391,0.69624214905741
"Staphylococcus epidermidis",3.11332353370244,12.0804839067349,0.851465285267697,0.356138145938203,0.69624214905741
"Dermacoccus nishinomiyaensis",2.65480623863303,10.6600307892462,0.847761517647587,0.357186365787609,0.69624214905741
"Xanthomonas campestris",-2.1271459077349,9.02915556199047,0.830022399652858,0.362266051992049,0.69624214905741
"Alteromonas mediterranea",-2.07345857564041,4.5782256374759,0.812963684463684,0.367245484679609,0.69624214905741
"Anaerococcus prevotii",2.58624591673782,8.21817603823715,0.809718027533094,0.368203629065705,0.69624214905741
"Simonsiella muelleri",-2.08851166007035,8.27604739533913,0.801611456714319,0.370612006787548,0.69624214905741
"Actinomyces radicidentis",-2.07238172445846,7.37868993748532,0.791485792714422,0.373651232237537,0.69624214905741
"Micrococcus luteus",-2.07703569589502,11.4294012656131,0.791403491179679,0.373676077735645,0.69624214905741
"Paludibacter propionicigenes",-2.06648656765507,8.4197501375473,0.78427752775443,0.375836103996422,0.69624214905741
"Eikenella corrodens",-2.06447044227367,11.023603380838,0.781010265235821,0.376832342770267,0.69624214905741
"Peptococcus niger",-2.04226912398771,5.11092691142388,0.778574467498085,0.377577473142672,0.69624214905741
"Aminobacterium colombiense",2.48782591406585,6.16844032416582,0.74847215897684,0.386960385791,0.702329955888352
"[Mannheimia] succiniciproducens",2.47579113895842,7.14623276084249,0.74644379194628,0.38760448823907,0.702329955888352
"Thioclava nitratireducens",2.47082136841191,6.29450662860736,0.738487886967643,0.390145692778404,0.702329955888352
"Pandoraea thiooxydans",2.43119651976017,11.3730721387144,0.733707695072269,0.391684013860811,0.702329955888352
"Pneumocystis jirovecii",2.63692762722876,15.2489112518722,0.695044589692401,0.404453810535072,0.720260210541909
"Anaerostipes hadrus",2.3641453174866,5.72869534640345,0.677900976971905,0.410310453494406,0.724998392931864
"Streptococcus mitis",-0.498119774938417,15.2235136182652,0.648934647112924,0.420493828669678,0.724998392931864
"Enterococcus faecium",-1.92190678409175,6.62473244331548,0.648510196381721,0.420645827281866,0.724998392931864
"Granulibacter bethesdensis",-1.89452134486052,6.77640530615472,0.645114844151298,0.421864684193305,0.724998392931864
"Cutibacterium acnes",-1.47630689859927,12.1689923906696,0.643500773063696,0.422445952303592,0.724998392931864
"Cryptococcus gattii VGI",2.26675309871651,7.18247428976138,0.639628887475055,0.423845214329397,0.724998392931864
"Rufibacter sp. DG31D",2.21970474650064,8.02734430291057,0.626431250796944,0.428667384232914,0.728454378435017
"Gardnerella vaginalis",2.18759255351124,9.62291089456185,0.611227595766291,0.434325972716815,0.733277616275142
"Cladosporium herbarum",-1.81207248902388,8.99519121450212,0.595030201080927,0.440480536787865,0.738870577837709
"Collinsella aerofaciens",2.09294805955322,7.19135759418104,0.562549662764017,0.453234765018441,0.745614058107137
"Trueperella pyogenes",2.09148344729083,5.59334981626533,0.559103948514473,0.454621500753631,0.745614058107137
"Staphylococcus capitis",2.07405746553634,9.80035280964134,0.558706614003277,0.454781837297368,0.745614058107137
"Porphyromonas gingivalis",-1.18477005209912,13.7527988329403,0.550432522994313,0.458141019326278,0.745614058107137
"Brachypodium distachyon",2.07897520826041,9.69718785011114,0.545315634838648,0.460238065549974,0.745614058107137
"uncultured Bradyrhizobium sp.",-1.72453552313403,11.6583430396291,0.541752918600444,0.461707166750958,0.745614058107137
"Bacteroides thetaiotaomicron",-1.7149498248448,9.56796178653537,0.528119968800265,0.467398337755597,0.750145480348488
"Fusobacterium periodonticum",-1.22361122393306,12.3664530278349,0.517554610697722,0.471886683605776,0.752702685506145
"[Clostridium] sphenoides",1.96901461142849,6.48029094451189,0.50357980310782,0.477931396762686,0.757696116818892
"Candida albicans",-1.64000704107741,12.8296848711779,0.488608375446937,0.484548733826216,0.759556455986683
"Neisseria cinerea",-1.62565664086274,10.4463473650195,0.478923667173774,0.488910256049466,0.759556455986683
"Glycine max",-1.64593285107163,8.57082878842459,0.475021505479734,0.490686066480165,0.759556455986683
"Selenomonas sp. oral taxon 478",-1.60848597047803,6.08761307582978,0.472644619349806,0.49177302931354,0.759556455986683
"Edwardsiella tarda",1.87321370038887,9.72911790402661,0.467209767257074,0.494273614366539,0.759556455986683
"Lachnoanaerobaculum umeaense",-1.58744079811277,7.11016450091596,0.457653162116717,0.498722818168196,0.759556455986683
"Sneathia amnii",1.87250643054802,7.25389190828711,0.45588285574571,0.499554438360472,0.759556455986683
"Veillonella parvula",-0.928366879840517,13.2134443807845,0.4269165434699,0.513505845078083,0.769904883571447
"Sphingomonas sp. LK11",1.7756065315985,11.4611166908165,0.419384939812971,0.517244106968705,0.769904883571447
"Streptococcus agalactiae",-0.979723964042797,12.0125262922878,0.41936288463836,0.517255123730846,0.769904883571447
"Beta vulgaris",1.78375672693456,8.61989772108964,0.411870368434428,0.521021703620695,0.769904883571447
"Parabacteroides distasonis",-1.51007672912274,7.61613367595776,0.408696786940801,0.522631706996257,0.769904883571447
"[Clostridium] innocuum",-1.49542298584679,5.18381559285137,0.402347288782369,0.525879502338328,0.769904883571447
"Streptococcus parasanguinis",-1.49513363738249,10.3669049235344,0.400001024089725,0.527088727983529,0.769904883571447
"Weeksella virosa",1.63500258074325,6.22095760361393,0.361313436641638,0.547777689798689,0.79424506687147
"Brachybacterium sp. VR2415",1.60893646637191,7.5504724704791,0.3536147617178,0.552073999231342,0.79424506687147
"Campylobacter concisus",-0.759568289406896,12.573236046451,0.350291662539021,0.553948073410962,0.79424506687147
"Barnesiella viscericola",-1.36234030787784,6.14704860673588,0.334890183777889,0.562793660439876,0.79424506687147
"Magnetospirillum magneticum",-1.3694711696853,5.85639764305705,0.327612811809942,0.567068143517912,0.79424506687147
"Elizabethkingia anophelis",-1.35303408845591,8.07107458723968,0.323611032593632,0.569445585229306,0.79424506687147
"Atopobium parvulum",-1.33399738491788,9.50258362543173,0.320283563481421,0.571437283516066,0.79424506687147
"Lawsonella clevelandensis",-1.40035182186377,7.90320254825182,0.315017187339357,0.574617634104181,0.79424506687147
"[Clostridium] saccharolyticum",1.50823703242331,7.98904394659287,0.314970785056119,0.574645811328579,0.79424506687147
"Candidatus Azobacteroides pseudotrichonymphae",-1.29629826120981,4.96280501153014,0.306873893924488,0.579604854430169,0.79424506687147
"Streptococcus oralis",-0.445680871349113,13.1967729868597,0.301599327012362,0.582881519315756,0.79424506687147
"Finegoldia magna",1.45213423660018,8.64715829282136,0.29495057546422,0.587065411461643,0.79424506687147
"Clavibacter michiganensis",1.4629662641918,9.52950056111342,0.29486709595033,0.587118329952007,0.79424506687147
"Chlamydomonas reinhardtii",-1.27737053361818,8.49247672719636,0.288422443763174,0.591233243355442,0.79424506687147
"Psychrobacter sp. P11G5",1.43238542530713,9.66799232612195,0.288133946836631,0.591418829932264,0.79424506687147
"Mucilaginibacter sp. PAMC 26640",-1.27122592111754,8.41005498681337,0.286257257598194,0.592629011434867,0.79424506687147
"Salmonella enterica",1.25143755722526,14.7041940753303,0.258741456031977,0.610986112584289,0.814648150112385
"Bifidobacterium longum",1.33376454648062,9.26873734237845,0.252811152929791,0.615102577166939,0.815952398282674
"Bacteroides fragilis",-1.16040319908867,11.0560207421615,0.237373885932424,0.626109299937806,0.826337147126038
"Dichelobacter nodosus",1.24926708642217,7.28071881527213,0.223218422649794,0.636598508247293,0.835937435072203
"Bacteroides ovatus",-1.02849635522257,13.3345349238204,0.200109552897871,0.654632432609781,0.855298655671071
"Rheinheimera sp. F8",-1.02977980441987,7.73649761006836,0.186884773664996,0.665522140135355,0.865178782175962
"Alkalitalea saponilacus",1.11600851687498,8.42249500449479,0.181074943800333,0.67045107375252,0.865847438858089
"Ottowia sp. oral taxon 894",1.10695533104068,11.9792135858549,0.178463692887465,0.672696856343592,0.865847438858089
"Serinicoccus sp. JLT9",-0.958985760522344,7.71566825074626,0.160694527230799,0.688517885941663,0.881845568201145
"Thermanaerovibrio acidaminovorans",-0.937727810224326,5.81163980774314,0.153190598931666,0.695504765564585,0.886427642386236
"Selenomonas sputigena",-0.901784509513294,6.67489439853355,0.143395767306011,0.704928228212462,0.894055313830439
"Prevotella scopos",0.949607893182628,9.40571371969703,0.134213563315008,0.714102660822103,0.899131083269845
"Actinomyces naeslundii",-0.86833818909689,8.0836157998427,0.132395058263501,0.715961571758675,0.899131083269845
"Terriglobus roseus",0.949217894564939,5.78838743696645,0.129159719092712,0.719304866615876,0.899131083269845
"Odoribacter splanchnicus",0.891280428579676,4.9246306703156,0.120021401581258,0.729011278961088,0.904481334971121
"Pseudopropionibacterium propionicum",0.894613114620805,8.95354420734082,0.118551059612003,0.730611326263662,0.904481334971121
"Campylobacter showae",-0.805024513564802,10.9402072569194,0.113284904530296,0.736434869984506,0.904481334971121
"Acinetobacter wuhouensis",0.883246717416568,9.18949553949502,0.112335983433795,0.737500165437991,0.904481334971121
"Marmoricola scoriae",-0.78682920559066,10.061290467885,0.107484699243056,0.74302614489647,0.906980270765645
"Aspergillus oryzae",0.837110974743576,10.5565038907067,0.103497862879035,0.747671766957492,0.908386258920318
"Hydrogenophilus thermoluteolus",-0.763574880781775,6.75628998973113,0.100275496526983,0.751499277620912,0.908670873449863
"Raoultella planticola",0.803531848471008,8.16698335954887,0.0974628663185513,0.754895802558347,0.908670873449863
"Salinivirga cyanobacteriivorans",-0.686805489968845,4.66633376440533,0.0856539344814635,0.7697767462831,0.920086970706931
"Massilia sp. WG5",1.55720790440853,11.7553974644308,0.0843721840410154,0.77145753697735,0.920086970706931
"Sarcinofilum mucosum",0.735226049357528,9.6241268319874,0.0794201297159915,0.778084776097253,0.923753615457926
"Prevotella melaninogenica",-0.598874425630785,14.7506071265806,0.0713617688306201,0.789364268380417,0.925682076943975
"Candidatus Saccharimonas aalborgensis",-0.64782779253564,5.81363509198784,0.0712011568624487,0.789595859108088,0.925682076943975
"Carnobacterium divergens",0.679155999387087,7.66434664279367,0.0706518225786681,0.790390081082933,0.925682076943975
"Staphylococcus pasteuri",-0.626934613577108,6.26983678493173,0.0672287710550528,0.795415263022058,0.927389992761144
"Dialister pneumosintes",-0.598709216027237,6.93476141707455,0.061548454595922,0.804065074384395,0.929182343684441
"Leptotrichia buccalis",0.632345716699391,12.1038524346028,0.0615259914452757,0.804100105111536,0.929182343684441
"Clostridioides difficile",-0.530625630618697,4.84892409404294,0.0495362581216643,0.823872192563525,0.947817566666003
"Mycoplasma hyosynoviae",-0.515950669563357,6.01484607464907,0.0450155022102319,0.831975525825224,0.952279179385602
"Fermentimonas caenicola",0.530562072699191,5.40883283869482,0.0432772470146379,0.835204105390817,0.952279179385602
"Bacteroides vulgatus",0.5156103851074,11.6751223858744,0.0414153983195007,0.838738200305011,0.952279179385602
"Actinobacillus succinogenes",0.487183950078296,7.21195491481863,0.0372821204699818,0.846891784898135,0.957355930754413
"Roseburia hominis",0.454223474398262,4.68979011982401,0.0335664365963009,0.854632108089794,0.959216486190992
"Klebsiella pneumoniae",0.452255606138464,8.93907557029269,0.0321766290107455,0.857640549848388,0.959216486190992
"Actinomyces meyeri",-0.423048819620147,12.9523705225466,0.0312852307050235,0.859605543394235,0.959216486190992
"[Clostridium] bolteae",0.401234081391054,7.48609160924425,0.0252316662654515,0.87379116205011,0.970879068944567
"Blastococcus saxobsidens",-0.376333438380677,9.85246497061687,0.0237020746331318,0.877645389843182,0.971011920677563
"Ureaplasma parvum",0.340759037981057,11.1681687684764,0.0184308775973392,0.892010722441928,0.980027513410777
"Rothia mucilaginosa",-0.309129488891189,14.0988879238477,0.0179796652443116,0.893332771839824,0.980027513410777
"Tannerella forsythia",-0.275050620138396,12.3933193349032,0.0127085998532372,0.910242692942737,0.984458458466921
"Tannerella sp. oral taxon HOT-286",0.281639501739975,11.7132687383591,0.012656556049226,0.91042589129874,0.984458458466921
"Streptococcus salivarius",0.270000768365643,11.5512430246228,0.0116505579661883,0.914045071533005,0.984458458466921
"Erysipelothrix rhusiopathiae",-0.260834688325354,7.20657364075015,0.0114456035386752,0.91480157189229,0.984458458466921
"Oscillatoria nigro-viridis",0.261508810693622,6.61143504358855,0.0108907686335264,0.916884580833705,0.984458458466921
"Prevotella sp. oral taxon 299",-0.222110504750972,13.2657942479361,0.00877525522727751,0.925366271700427,0.984458458466921
"Aerococcus viridans",0.231704386077342,7.65085699178729,0.00857998372858759,0.926198938437125,0.984458458466921
"Bibersteinia trehalosi",0.226602945883686,9.57927456046574,0.00824206496413638,0.927662778170752,0.984458458466921
"Prunus persica",-0.161349293967361,9.01105669209946,0.00429210096075749,0.947764658026265,0.995514206712343
"Aggregatibacter aphrophilus",-0.157169299456314,11.7825113982514,0.00410803974601137,0.948895386101627,0.995514206712343
"Glaesserella parasuis",0.1572983392269,10.7347721512183,0.00400056774854107,0.949567397171774,0.995514206712343
"Gemella morbillorum",-0.108503445676756,12.2377309149083,0.00194770443251358,0.964798544045284,1
"Thermoanaerobacterium thermosaccharolyticum",0.0840496402621137,7.6498847888876,0.00114392009493614,0.973019181981688,1
"Lactobacillus paragasseri",-0.0768147965098584,9.71451665578691,0.000962399057982566,0.975251550249175,1
"Veillonella atypica",0.0631980227311258,13.0921734628485,0.000684443348550445,0.979128230219863,1
"Bradyrhizobium elkanii",-0.0643542045276444,12.0307332166997,0.000677727750989732,0.979230853837389,1
"Jeotgalibaca dankookensis",0.0644278807728546,8.87018309937259,0.000676483702662267,0.97924992038614,1
"Filifactor alocis",-0.0146460997683598,4.66758415451621,2.93633409622629e-05,0.995676448164431,1
"Streptococcus pneumoniae",2.81755918323203,15.2730153831554,-0.0897561793551986,1,1
"Capnocytophaga leadbetteri",0.998487324768737,13.1729694995396,-0.109585871772783,1,1
"Bacteroides dorei",0.919739540579322,13.5406868641958,-0.135622683111308,1,1
