"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Petrimonas mucosa",12.1234287367327,-3.9556111236697,2.44186916895092,-1.61991116230404,0.105251361698249,0.231207065341117
"Phaeodactylum tricornutum",2.46652594376061,-5.04474964354239,3.15103415609045,-1.60098221524882,0.109380858290817,NA
"Staphylococcus aureus",28.0419489610507,-4.99994659077639,3.1466021876509,-1.58899863808622,0.112060700184681,0.231207065341117
"Prevotella melaninogenica",373.50450261782,-2.98348386255342,1.88325212398458,-1.58421903501745,0.11314388303927,0.231207065341117
"Tropheryma whipplei",2.35779285515992,-4.98264615443857,3.15111167770578,-1.58123439092653,0.113824454663013,NA
"Aggregatibacter actinomycetemcomitans",4.89285160420007,4.06694935280872,2.70110740945156,1.50565998915033,0.132154480104724,NA
"Capnocytophaga gingivalis",25.0459619394193,-3.8000671402384,2.52975556083342,-1.502147954163,0.133058902619444,0.260573684296412
"Porphyromonas crevioricanis",5.45243642246695,-4.71741626277518,3.14945078662433,-1.49785362032325,0.13417128596212,NA
"Modestobacter marinus",1.93943750724746,-4.70028884415876,3.15150923168154,-1.49144060785468,0.135845853404378,NA
"Pseudomonas fluorescens",1.84140645309473,-4.62215019031723,3.15163363745304,-1.46658867178882,0.142487983515315,NA
"Riemerella anatipestifer",3.65884180689292,-2.92787952125289,2.11327174596425,-1.38547232595349,0.165908088858349,NA
"Campylobacter concisus",56.946363583219,-2.47888896767738,1.7916090392576,-1.38361043808117,0.166477770452287,0.3129782084503
"Barnesiella viscericola",2.25207492739836,-2.58696531414646,1.88290018516564,-1.37392589077624,0.169464690871955,NA
"Porphyromonas asaccharolytica",1.89422848426139,-4.21912894035551,3.11820734986742,-1.35306234222522,0.176035714827083,NA
"Acidovorax carolinensis",1.34001928949901,-4.16505383165844,3.1524840183851,-1.32119744536946,0.18643553790505,NA
"Cutibacterium acnes",1.32327658726654,-4.14564893920053,3.15252390622508,-1.31502537729036,0.188501373799989,NA
"Tannerella sp. oral taxon HOT-286",10.2204696412216,-2.46039172886161,1.87475858959768,-1.31237789361968,0.189392661949631,0.342363658139717
"Granulicatella adiacens",1.1573036039256,-3.96277758977737,3.03849713720647,-1.30419000276586,0.192168807653601,NA
"Actinobacillus pleuropneumoniae",13.6689983961857,-3.48019471813905,2.71598180694117,-1.2813762998135,0.200061524595917,0.348255246518818
"Malassezia restricta",1.69204590276549,-3.96597794968741,3.10731899319555,-1.27633434429235,0.201837354490924,NA
"Parabacteroides distasonis",2.97655777028314,-2.09599103102195,1.69847970673079,-1.23403948997205,0.217188189453946,NA
"Hammondia hammondi",1.05243049964899,-3.83348320197749,3.15321298166313,-1.21573874783287,0.224084458626616,NA
"Streptobacillus moniliformis",12.9233546343177,-2.11418999502218,1.74987869302072,-1.20819231839012,0.22697329581175,0.374820534692398
"Enterococcus faecalis",1.4417795889057,-3.73618423628431,3.10333967637656,-1.2039237163515,0.228619064238801,NA
"Streptococcus mitis",290.750570540353,-2.25385762096847,1.88695140224265,-1.19444391534926,0.232304367064434,0.374820534692398
"Klebsiella oxytoca",2.74355676979169,3.77076206480686,3.15778267444665,1.19411702880016,0.232432192927425,NA
"Gemella morbillorum",66.5596238105296,-1.32259826717639,1.12382639469849,-1.17687062113471,0.239247149803658,0.374820534692398
"Megasphaera elsdenii",1.43960883270337,-2.27903540752489,2.02078908679599,-1.12779479185448,0.259406593420986,NA
"Acinetobacter johnsonii",0.840187071251654,-3.52899949482427,3.1538919669886,-1.11893480555513,0.263167953017693,NA
"Neisseria lactamica",2.25218577489626,3.5020069212284,3.15800539930608,1.10892999802911,0.26746038163499,NA
"Enterobacter cloacae",2.52297241423136,-3.42485518196306,3.15045787086752,-1.08709759734701,0.27699367958188,NA
"Parvimonas micra",2.3212485935033,-2.22452454337819,2.07640219747517,-1.07133605718735,0.284018352662568,NA
"Moraxella catarrhalis",2558.60382477897,1.35331153502735,1.27516115112296,1.06128667253984,0.288559640625153,0.437493648689747
"Fusobacterium hwasookii",1.1593319931612,-3.11313582015451,2.94273931104538,-1.05790404487056,0.290099190936534,NA
"Mycoplasma salivarium",0.715610584785731,-3.31738315035348,3.15440141272394,-1.05166803976568,0.292951879205691,NA
"Neisseria cinerea",0.697194787615429,-3.28940342518816,3.15446646307996,-1.04277647700095,0.297051828308638,NA
"Elizabethkingia anophelis",2.0099519733538,-2.1206340544262,2.06534325601356,-1.02677075505568,0.304528423232262,NA
"Prevotella ruminicola",0.64080776123483,-3.18463112786182,3.15471711842319,-1.00948231119169,0.312743380729459,NA
"Alkalitalea saponilacus",1.13943295111918,-3.15121576662645,3.15295267020604,-0.999449118410181,0.317577175728719,NA
"Neisseria elongata",1.8449136819115,3.15279965410131,3.15832346407273,0.998251030955424,0.318157646638779,NA
"Oryza sativa",0.711637131176671,-3.14794586396777,3.1548032904273,-0.997826353712661,0.318363568644326,NA
"Delftia sp. HK171",0.624203499181731,-3.14758956041848,3.15480413879511,-0.997713145393745,0.318418477028965,NA
"Neisseria subflava",349.207346858852,-2.41945455782623,2.45619513200008,-0.985041671284506,0.324603602447922,0.476761541095386
"Paludibacter propionicigenes",2.56952004673997,-2.22242840962714,2.28862556366689,-0.971075585674364,0.331510640425571,NA
"Rhodotorula glutinis",2.15879630723144,2.36436058753617,2.49963500137619,0.945882333314448,0.34420860529026,NA
"Roseateles depolymerans",0.746650295015715,-2.98169832868025,3.15522071157603,-0.945004676769786,0.344656488394907,NA
"Leptotrichia sp. oral taxon 212",17.7951021796772,-1.75449047539423,1.85702329952192,-0.944786463285577,0.344767904144581,0.491033075599858
"Deinococcus gobiensis",0.536251252205157,-2.9611846786314,3.15527206690372,-0.938487907173478,0.347993728669811,NA
"Mannheimia varigena",0.580990677522693,-2.93131772115465,3.15501854377443,-0.929096827953297,0.35283890822018,NA
"Corynebacterium efficiens",0.51915009414522,-2.92406218891213,3.15536686556304,-0.926694838823554,0.354084998001337,NA
"Rothia mucilaginosa",198.866963553181,-1.23819042190923,1.34242771027386,-0.922351656206974,0.356345177686303,0.492594804448712
"Quercus suber",0.498976916012571,-2.88108824869105,3.15548040141285,-0.913042669319403,0.361220100648746,NA
"Proteiniphilum saccharofermentans",0.498833731488115,-2.87786880335273,3.15548704110475,-0.912020479204747,0.361757937077786,NA
"Mycoplasma arthritidis",1.33370494824538,2.82173620340681,3.15863964862692,0.893339069125355,0.371675621643124,NA
"Streptococcus parasanguinis",0.757879692206126,-2.78513843747913,3.15509789224483,-0.882742321347603,0.377375510413893,NA
"Bradyrhizobium elkanii",2.25640902701238,2.78173952780896,3.15765455818042,0.880951185937172,0.37834424122679,NA
"Ureaplasma parvum",1.46659739893102,2.77192350251054,3.15869061700548,0.877554606832118,0.380185472448213,NA
"Streptococcus agalactiae",0.407877438866778,-2.64419241398376,3.15611668197691,-0.837799321261947,0.402143420023534,NA
"Veillonella atypica",21.0781008085368,-1.51294248482708,1.83599599151905,-0.824044546837665,0.4099142468504,0.550456274341966
"Cutibacterium granulosum",0.380710096365282,-2.55961226793446,3.15635542050827,-0.810939177287672,0.417400600402628,NA
"Histophilus somni",1.19477031571859,1.92416383475813,2.42933772754421,0.792052835199345,0.4283298694977,NA
"Erysipelothrix rhusiopathiae",2.36944771043873,-1.78541489817081,2.28065776019618,-0.782850864049517,0.433714694515528,NA
"Corynebacterium kroppenstedtii",0.324964579750381,-2.3809742518021,3.15688532489231,-0.754216262791656,0.450719373891255,NA
"Kocuria rhizophila",0.928646269444346,2.364959271815,3.15914900256715,0.748606434800391,0.454094452538296,NA
"Micrococcus luteus",2.46395398540199,-2.31018923573758,3.09257781156079,-0.747010868118352,0.455057000552364,NA
"Capnocytophaga leadbetteri",49.030446867603,-1.76848543271992,2.37724692804124,-0.743921639716696,0.456923882916014,0.596539513807019
"Aspergillus niger",0.83804023775812,2.2450500704145,3.15928926011306,0.710618713759107,0.477320543335491,NA
"Dermacoccus nishinomiyaensis",1.07144316221366,2.22321113932669,3.15931532678222,0.703700298757783,0.481619434256244,NA
"Aspergillus oryzae",2.09763657787276,1.84977955795043,2.63080334903882,0.703123461746489,0.481978812074714,NA
"Brachypodium distachyon",1.54777114648035,1.82889735091011,2.60306656598962,0.702593385357707,0.48230918588955,NA
"Campylobacter showae",39.7091261474284,-1.65875956265796,2.36345699625168,-0.701836151573171,0.482781350596812,0.613262796704058
"Bacillus thermoamylovorans",0.323475860303449,-2.19659182392497,3.15736293906467,-0.695704569388428,0.486613863349306,NA
"Jeotgalibaca dankookensis",1.74409041262276,1.68416026392137,2.50739328487747,0.67167774360681,0.501788873190627,NA
"Lachnoclostridium phocaeense",0.415681574903814,-2.10444905334747,3.15650046923423,-0.666703228419924,0.50496171622022,NA
"Anaerococcus prevotii",0.24095811274529,-2.06869633672554,3.15772307671448,-0.655122785142376,0.512388703159053,NA
"Aerococcus viridans",0.61801414309285,-2.06385290078869,3.15508959461457,-0.654134482998989,0.513025167099785,NA
"Mycoplasma hyosynoviae",0.320655754634165,-2.03743048002241,3.15713970591456,-0.645340615179462,0.518706477918174,NA
"Leucosporidium scottii",1.06174401117956,1.76067159241853,2.72839598835248,0.645313803397613,0.518723849340413,NA
"Selenomonas sp. oral taxon 920",0.223014881290581,-2.00011591621985,3.15791812380998,-0.633365349512841,0.526495087253528,NA
"Aerococcus urinaeequi",0.685261874223004,-1.84630248757502,3.01996765096825,-0.611364988291536,0.540957975862572,NA
"Bacteroides vulgatus",5.29041387551962,-1.89998519169575,3.14766071228665,-0.603618167701272,0.546097531242306,NA
"Mucilaginibacter sp. PAMC 26640",1.6297588575734,-1.63650026602829,2.74501940380613,-0.596170746100806,0.55106116639952,NA
"Actinomyces radicidentis",0.699040344192916,-1.87801820452473,3.15496377335532,-0.595258246825273,0.551670860914033,NA
"Vitis vinifera",0.894170614018761,1.80293195039559,3.04308024652221,0.592469407422323,0.553536300707853,NA
"Prevotella sp. oral taxon 299",23.1008524990945,-1.53837052925718,2.62253702169973,-0.586596305992324,0.55747486420431,0.671864880722492
"Mannheimia haemolytica",6.94368788049284,1.1560645722854,1.97095120842552,0.586551593638339,0.557504901025046,0.671864880722492
"Alloprevotella tannerae",0.186174356169311,-1.82035254521984,3.15844074339254,-0.576345321351373,0.564381794921372,NA
"Sneathia amnii",0.705359320840932,-1.78882235939461,3.15554769925112,-0.56688173651095,0.570794533276791,NA
"Peptostreptococcus anaerobius",1.16154198677033,-1.45189746218997,2.58320429371254,-0.562052899077264,0.574079978091693,NA
"Aggregatibacter aphrophilus",2.47176701006807,-1.35646634807177,2.41833576051325,-0.560909022733835,0.574859558822051,NA
"Lactobacillus fermentum",0.175619787236145,-1.76698258947023,3.15860730774745,-0.559418255360889,0.575876305435805,NA
"Sphingomonas sp. LK11",1.17104293373727,1.73595400310088,3.15854805435596,0.549605063221001,0.582590285274616,NA
"Clavibacter michiganensis",0.955708422975017,1.73594513398971,3.15892021201457,0.54953750569174,0.582636633076617,NA
"Selenomonas sputigena",0.437091878216291,-1.72745419562915,3.15704453764615,-0.547174477594515,0.584258868722966,NA
"Moraxella osloensis",0.505398606179581,1.70673230699552,3.15989620252547,0.540122902021736,0.589112277585091,NA
"Simonsiella muelleri",0.761663361324497,-1.31474340810904,2.43528589435695,-0.539872304584677,0.589285098823264,NA
"Actinomyces odontolyticus",0.164257834527753,-1.7048617172579,3.1587814123568,-0.539721333862695,0.589389225090163,NA
"Rodentibacter heylii",0.552408016304531,1.40540800102269,2.60860906294158,0.538757616458593,0.59005411210019,NA
"Staphylococcus epidermidis",0.16391940288079,-1.70108359309896,3.15879117154064,-0.538523599921702,0.590215616692348,NA
"Gluconobacter oxydans",0.562945029452232,1.66509871413309,3.15993689227385,0.526940496249881,0.598234910645995,NA
"Clostridium tetani",0.421972847845677,-1.41827376108139,2.69995279675509,-0.525295761757735,0.599377603227697,NA
"Candidatus Azobacteroides pseudotrichonymphae",0.353556380924908,-1.4063156608337,2.69743131752629,-0.521353649190734,0.602120434142525,NA
"Jeotgalibaca sp. PTS2502",0.344168438949179,-1.64505798830792,3.15776218763233,-0.520956896232067,0.602396798754033,NA
"Aminobacterium colombiense",0.152499849614211,-1.64382835932729,3.1589299587851,-0.520375057622199,0.602802191043371,NA
"Pseudomonas azotoformans",0.614894640596534,1.63726109149482,3.15996345511786,0.518126590623421,0.604369948825717,NA
"Tannerella forsythia",28.8190608255417,-1.24783529189115,2.44815002020192,-0.509705402689428,0.610257867388027,0.717052994180931
"Aeromonas veronii",0.300147955825598,-1.5872038127257,3.1590631368991,-0.502428645438116,0.615366033308611,NA
"Streptococcus salivarius",0.995625889251936,-1.55812852352368,3.15385997457757,-0.494038586393607,0.62127892874102,NA
"Magnetospirillum magneticum",0.335844316819909,-1.54462356539785,3.15780343646784,-0.489144937762682,0.624739088727788,NA
"Chlamydomonas reinhardtii",0.280443326052775,-1.53195191297484,3.15821078493725,-0.485069559093815,0.627627004486088,NA
"Alistipes shahii",0.305200269202284,-1.27989590551798,2.6498325333449,-0.483010110794571,0.62908855718375,NA
"[Clostridium] bolteae",0.615486498528599,-1.5157140172931,3.15625808830428,-0.480224992661302,0.631067417252825,NA
"uncultured Bradyrhizobium sp.",3.27296838544367,-1.51083154750404,3.14914169727557,-0.479759786233537,0.631398210494008,NA
"Cladosporium herbarum",0.489748505476648,-1.49526889347375,3.15707044168499,-0.473625445200932,0.635767027096229,NA
"Glycine max",0.489894682723604,-1.47235060771655,3.15725664061965,-0.466338589259436,0.640973161090136,NA
"Filifactor alocis",0.162595435505044,-1.46249983840043,3.15892783062836,-0.462973488732573,0.643383370165523,NA
"Lactobacillus sakei",0.120804893255267,-1.45621666861837,3.15934420424306,-0.460923715327581,0.644853336512154,NA
"Acinetobacter wuhouensis",0.585741042687711,-1.43348959185583,3.15661780324943,-0.454122000572953,0.64974101913862,NA
"[Ruminococcus] torques",0.375162044197847,1.39470572121641,3.16018258865437,0.441337069011029,0.658968993755059,NA
"Fusobacterium periodonticum",30.2387076282633,-0.88720897981788,2.03619216355707,-0.435719671108053,0.66304013176554,0.760070394950741
"Clostridioides difficile",0.211444631558028,-1.36984644399383,3.15899107669448,-0.433634160634356,0.664554124182775,NA
"Staphylococcus saprophyticus",0.179833614634746,-1.36270868755493,3.15885824866059,-0.431392794574668,0.666182788189716,NA
"Gallibacterium anatis",0.341607473922077,1.34848302397572,3.16022439836527,0.42670483294581,0.669594329973739,NA
"Thermanaerovibrio acidaminovorans",0.392135257333233,-1.27345680970922,2.98513851915956,-0.426598900364514,0.669671498802701,NA
"Moraxella bovoculi",0.409701960660283,1.34605285026652,3.16022655433924,0.425935554657715,0.670154806275166,NA
"Granulibacter bethesdensis",0.657882918807915,1.33893456745516,3.15919881425975,0.423820926182797,0.671696415574205,NA
"Rhodococcus sp. PBTS 1",0.429037230727773,1.2999074721703,3.16026501550194,0.411328627755556,0.680831580648595,NA
"Brachybacterium sp. VR2415",0.314029534762184,-1.27031817051711,3.1580248280051,-0.402250849724814,0.687499422776832,NA
"Kingella kingae",0.53276189643452,-1.08248408623561,2.69191695433712,-0.402123878484273,0.687592860197753,NA
"Serinicoccus sp. JLT9",0.239906840914135,-1.23179861460944,3.1589082662253,-0.38994440825639,0.696577654986881,NA
"Ottowia sp. oral taxon 894",1.55845011845983,-1.22083650226062,3.15232253108107,-0.387281596417717,0.698547748500417,NA
"Atopobium parvulum",4.35899804001895,-0.655698297056502,1.73713569328972,-0.377459457881938,0.705832187852411,NA
"Prevotella scopos",0.344204255216669,1.19224225503036,3.16034545336886,0.377250611561929,0.705987371448244,NA
"Actinomyces meyeri",49.0687849958956,-0.662099034733792,1.77516621504987,-0.372978614126673,0.709164360816633,0.793588689485279
"Finegoldia magna",0.107941959539942,-1.17146034990123,3.15991593837356,-0.370725162551061,0.710842246746622,NA
"Prunus persica",0.169082483755471,-1.16816221289723,3.15992162629984,-0.369680755109458,0.711620372738856,NA
"Roseburia hominis",0.313153465391931,-1.16292612865784,3.15865132784917,-0.36817173152496,0.712745187187789,NA
"Lachnoanaerobaculum umeaense",0.269136033152043,1.1478907992314,3.16037581388819,0.363213385631867,0.716445489166122,NA
"Weeksella virosa",0.489378879333161,-1.1444024185059,3.15740213490337,-0.362450638091091,0.717015304419453,NA
"Panicum hallii",3.66136711059265,0.944279879725553,2.60848141914048,0.36200368260116,0.717349278503346,NA
"Enterococcus faecium",0.594422445419127,-0.950611255504635,2.68784271499263,-0.353670715255093,0.723585671755837,NA
"Plesiomonas shigelloides",0.343167205545307,1.10384209302288,3.16040502737119,0.349272350683813,0.726884853908087,NA
"Hydrogenophilus thermoluteolus",0.424923555203415,-1.09548639636058,3.15767731845695,-0.346927911207821,0.728645477287885,NA
"Massilia sp. WG5",0.177911723166897,-1.08056548568111,3.16006677077241,-0.341943877792489,0.732393128043103,NA
"Fermentimonas caenicola",0.107313209407447,-1.08056548466377,3.16006677077408,-0.341943877470373,0.73239312828552,NA
"Streptococcus pseudopneumoniae",0.234100861959307,1.0483903927334,3.16044160267789,0.331722754138246,0.740098617352707,NA
"Butyrivibrio proteoclasticus",0.211009019182065,-0.987468405013496,3.02781885742287,-0.32613192912537,0.744324540576283,NA
"Megasphaera micronuciformis",0.271823299770102,1.0168476480375,3.16046172230166,0.321740219431282,0.74764950588695,NA
"Dialister pneumosintes",0.225010409825441,-0.91376265736601,2.85296570726874,-0.320285187809282,0.748752150649931,NA
"Aureobasidium pullulans",1.44516301086728,-0.758273476011996,2.37545137587213,-0.319212375262196,0.749565473377938,NA
"Abiotrophia defectiva",0.159493669371555,-0.949953227670835,3.00134924207826,-0.31650872692611,0.751616402262788,NA
"Sebaldella termitidis",0.135997569981592,-0.985883074857409,3.15947277913326,-0.312040376283244,0.755009838365076,NA
"Pseudopropionibacterium propionicum",3.63892479800892,-0.705240523993256,2.2748968537736,-0.310009890260916,0.75655343529178,NA
"Candida albicans",0.94186179303179,0.934071866241974,3.04671435407087,0.306583341163543,0.759160535216667,NA
"Psychrobacter sp. P11G5",0.0525071828573545,-0.929921510818394,3.16028599365122,-0.294252328012888,0.768565097579451,NA
"Beta vulgaris",0.762008719576158,0.757792404394869,2.66863218270701,0.283962851570717,0.776438849404551,NA
"Trichoderma atroviride",0.294311489643172,0.892117799836404,3.16053549410954,0.282267926273599,0.777738077145973,NA
"Psychrobacter alimentarius",0.363961095193706,0.879240989065478,3.16054259336439,0.278193051696712,0.780864168369897,NA
"Sodalis glossinidius",0.472034147275048,0.799202583243219,2.9344193420805,0.272354592195601,0.785349383559151,NA
"[Clostridium] sphenoides",0.377738441761309,-0.835244858580737,3.07412111207079,-0.271702001362627,0.785851162301847,NA
"Xanthomonas campestris",0.675189088032291,0.851756140826729,3.15907664506624,0.269621866299756,0.787451176278696,NA
"Bibersteinia trehalosi",1.53124167088809,0.551959339255274,2.05847593564667,0.268139806590392,0.788591706118428,NA
"Rufibacter sp. DG31D",0.277485457299327,-0.801585645672582,3.15952492753923,-0.253704485343905,0.799723868611363,NA
"Corynebacterium striatum",0.237453794325803,0.795208729056188,3.16058858798885,0.251601468181658,0.801349123680415,NA
"Alistipes finegoldii",0.322908983224887,0.795208348826049,3.16058858820303,0.251601347861023,0.801349216691358,NA
"Saccharomyces cerevisiae",8.40066109973193,-0.39466793625784,1.61524082417372,-0.244339995839156,0.806967509790928,0.882034254887759
"Terriglobus roseus",0.155389285716008,0.76758107223308,3.16060356162153,0.24285901640865,0.808114615331045,NA
"Proteus mirabilis",0.333607733217598,-0.765263708049847,3.15959707971044,-0.242202941939666,0.808622915570143,NA
"Staphylococcus capitis",0.293932959124591,0.754017678296705,3.16061091690299,0.238567067608419,0.811441304066635,NA
"Snodgrassella alvi",0.0648509482006574,-0.753748708538542,3.16025163302959,-0.238509079676025,0.811486273966212,NA
"Selenomonas sp. oral taxon 478",0.359756482969626,-0.750945734188987,3.15795852006037,-0.237794679511697,0.812040345459681,NA
"Yersinia pestis",0.161903664308207,-0.733861273927222,3.15944496751502,-0.232275377945393,0.816324135067685,NA
"[Clostridium] saccharolyticum",0.555677554291396,-0.608737844421933,2.83564225763577,-0.21467371026184,0.83002172088191,NA
"Actinomyces naeslundii",0.57856271935274,0.667757397664758,3.15882403686192,0.211394300496754,0.832579603802987,NA
"Bacteroides ovatus",1.65520308888776,-0.534517929791201,2.91916373827586,-0.183106525606167,0.854714435647637,NA
"Peptococcus niger",0.340818036339808,-0.57565256564289,3.15834580690954,-0.18226394474713,0.855375592630028,NA
"Bacteroides thetaiotaomicron",0.423914067937467,0.552737273937079,3.16071791150099,0.17487712899839,0.861176181742963,NA
"Glaesserella parasuis",6.26078900612065,0.312545358815462,1.83977176544007,0.169882680388185,0.865102402174105,NA
"Trueperella pyogenes",0.040082329560455,-0.519344109073052,3.16057822253353,-0.16431933415549,0.869479762109025,NA
"Pectobacterium carotovorum",0.0965558042807659,0.50569875087583,3.16074128388544,0.159993718389435,0.872886022474943,NA
"Odoribacter splanchnicus",0.149101806638213,0.505098875341639,3.16074158348595,0.159803913733615,0.873035540992171,NA
"Lawsonella clevelandensis",0.422151692468825,-0.490943804525586,3.16055364160066,-0.15533474833762,0.87655742285769,NA
"Prevotella jejuni",3.48310754224224,-0.419446026361749,2.72286793215538,-0.154045674198279,0.877573722560045,NA
"[Haemophilus] ducreyi",0.26552268571214,0.475203587709511,3.1607557344794,0.150344926223089,0.880492489773319,NA
"Leptotrichia buccalis",13.2445604835422,-0.331496933067683,2.2324407150423,-0.148490811350124,0.881955437048147,0.94208876230143
"[Mannheimia] succiniciproducens",0.583028019355937,0.36646582529789,2.60236746396067,0.140820168701367,0.888012009516796,NA
"Edwardsiella tarda",0.293752484774519,0.441842368631334,3.16077110044542,0.139789423083838,0.888826370394069,NA
"Thermoanaerobacterium thermosaccharolyticum",0.127201894533472,0.416197419690874,3.16078278754127,0.131675425888607,0.895241023545735,NA
"Carnobacterium divergens",0.769734687853366,0.355102659220573,2.88261658122576,0.123187614174333,0.901958533320683,NA
"Morganella morganii",0.238442680326843,0.383614701758085,3.15769929740403,0.121485507525513,0.903306492999863,NA
"Ustilago bromivora",0.603130978293871,0.365560898013172,3.03320625640267,0.120519630750967,0.90407152989506,NA
"Alteromonas mediterranea",0.089814000467003,-0.376452174129525,3.16050350453329,-0.119111456003627,0.905187054781218,NA
"Solobacterium moorei",0.176370912045007,0.374688932173374,3.16022720093922,0.118563922259139,0.905620849546163,NA
"Thioclava nitratireducens",0.320259446871837,-0.371895418454258,3.15907851785096,-0.117722752490257,0.906287338255535,NA
"Anaerostipes hadrus",0.588376265350984,-0.331790523034521,2.85397691662415,-0.116255503365102,0.907450049590022,NA
"Enterococcus cecorum",0.223598051126012,0.361384250092862,3.16080849992958,0.114332851895619,0.908973941194009,NA
"Collinsella aerofaciens",0.367939078385185,0.323360641410225,3.15990365233196,0.10233243699427,0.918492809447033,NA
"Candidatus Saccharimonas aalborgensis",0.824570962924967,-0.249031290572289,2.44581782508836,-0.101819231186318,0.918900160702323,NA
"Microbacterium foliorum",0.0648113033451247,0.32118033070581,3.16082798315817,0.101612720596361,0.919064082139246,NA
"Lactobacillus paragasseri",0.163308308193818,0.286005264099176,3.16084448021041,0.0904838140217949,0.927902755727427,NA
"Oscillatoria nigro-viridis",0.137323608447239,0.286005263888174,3.16084448021051,0.0904838139550372,0.927902755780474,NA
"Zymoseptoria tritici",0.483162516618864,0.28239931860199,3.1593743413605,0.0893845705160669,0.928776285329536,NA
"Cryptococcus gattii VGI",0.210320703474265,-0.261860892579789,3.15986422390147,-0.0828709317948069,0.933954167583139,NA
"Pneumocystis jirovecii",7.5502479730956,-0.161321014266607,2.0739709654168,-0.0777836416018421,0.938000159130751,0.979104975997346
"Rhizobacter gummiphilus",3.95786107213689,0.230965996110203,3.14985625541778,0.0733258845424896,0.941546794252746,NA
"Pandoraea thiooxydans",0.108633723299658,-0.222694602704383,3.16043103762459,-0.0704633640326992,0.943824859308853,NA
"Salinivirga cyanobacteriivorans",0.330297372865366,0.193290630017734,2.82063001119602,0.0685274670022297,0.945365755957337,NA
"Azospirillum brasilense",0.585484358106326,0.211270630830252,3.16088031757389,0.0668391744083534,0.946709736455825,NA
"Sarcinofilum mucosum",0.615734146205332,-0.209284317835366,3.15895753938617,-0.0662510702426325,0.947177937877326,NA
"Mogibacterium diversum",0.067586973275479,0.20782472172493,3.16088190360817,0.0657489675548131,0.947577686254391,NA
"Staphylococcus haemolyticus",0.284649177387602,-0.201536914420077,3.15955294331068,-0.0637865286754462,0.949140204973651,NA
"Actinobacillus succinogenes",0.13261032862382,0.183402254594282,3.1608932514428,0.0580222867414353,0.953730876177496,NA
"Raoultella planticola",0.153723660149133,0.174356832109502,3.16089750280857,0.0551605460014379,0.956010560784282,NA
"Coniosporium apollinis",0.339795639726811,0.17405465045473,3.16023889214475,0.0550764218766401,0.956077580243127,NA
"Gardnerella vaginalis",1.23701947174925,-0.122015543712419,2.91280141554636,-0.041889413765453,0.966586855583199,NA
